"","GO.ID","Term","Annotated","Significant","Expected","Fisher","fdr"
"757","GO:0043436","oxoacid metabolic process",304,0,0.09,"1.00000",1
"758","GO:0043467","regulation of generation of precursor me...",4,0,0,"1.00000",1
"759","GO:0043543","protein acylation",9,0,0,"1.00000",1
"760","GO:0043545","molybdopterin cofactor metabolic process",4,0,0,"1.00000",1
"761","GO:0043549","regulation of kinase activity",15,0,0,"1.00000",1
"762","GO:0043562","cellular response to nitrogen levels",3,0,0,"1.00000",1
"763","GO:0043574","peroxisomal transport",4,0,0,"1.00000",1
"764","GO:0043603","cellular amide metabolic process",426,0,0.13,"1.00000",1
"765","GO:0043604","amide biosynthetic process",410,0,0.12,"1.00000",1
"766","GO:0043631","RNA polyadenylation",7,0,0,"1.00000",1
"767","GO:0043632","modification-dependent macromolecule cat...",54,0,0.02,"1.00000",1
"768","GO:0043647","inositol phosphate metabolic process",5,0,0,"1.00000",1
"769","GO:0043648","dicarboxylic acid metabolic process",11,0,0,"1.00000",1
"770","GO:0043650","dicarboxylic acid biosynthetic process",3,0,0,"1.00000",1
"771","GO:0043933","protein-containing complex organization",96,0,0.03,"1.00000",1
"772","GO:0044036","cell wall macromolecule metabolic proces...",13,0,0,"1.00000",1
"773","GO:0044085","cellular component biogenesis",161,0,0.05,"1.00000",1
"774","GO:0044087","regulation of cellular component biogene...",9,0,0,"1.00000",1
"775","GO:0044093","positive regulation of molecular functio...",7,0,0,"1.00000",1
"776","GO:0044106","cellular amine metabolic process",18,0,0.01,"1.00000",1
"777","GO:0044242","cellular lipid catabolic process",6,0,0,"1.00000",1
"778","GO:0044248","cellular catabolic process",146,0,0.04,"1.00000",1
"779","GO:0044249","cellular biosynthetic process",1651,0,0.5,"1.00000",1
"780","GO:0044255","cellular lipid metabolic process",176,0,0.05,"1.00000",1
"781","GO:0044257","cellular protein catabolic process",65,0,0.02,"1.00000",1
"782","GO:0044265","cellular macromolecule catabolic process",93,0,0.03,"1.00000",1
"783","GO:0044267","cellular protein metabolic process",1633,0,0.49,"1.00000",1
"784","GO:0044270","cellular nitrogen compound catabolic pro...",28,0,0.01,"1.00000",1
"785","GO:0044271","cellular nitrogen compound biosynthetic ...",1362,0,0.41,"1.00000",1
"786","GO:0044272","sulfur compound biosynthetic process",26,0,0.01,"1.00000",1
"787","GO:0044275","cellular carbohydrate catabolic process",3,0,0,"1.00000",1
"788","GO:0044281","small molecule metabolic process",486,0,0.15,"1.00000",1
"789","GO:0044282","small molecule catabolic process",28,0,0.01,"1.00000",1
"790","GO:0044283","small molecule biosynthetic process",149,0,0.05,"1.00000",1
"791","GO:0044419","biological process involved in interspec...",3,0,0,"1.00000",1
"792","GO:0044550","secondary metabolite biosynthetic proces...",3,0,0,"1.00000",1
"793","GO:0044706","multi-multicellular organism process",32,0,0.01,"1.00000",1
"794","GO:0044743","protein transmembrane import into intrac...",8,0,0,"1.00000",1
"795","GO:0044770","cell cycle phase transition",15,0,0,"1.00000",1
"796","GO:0044772","mitotic cell cycle phase transition",9,0,0,"1.00000",1
"797","GO:0044784","metaphase/anaphase transition of cell cy...",8,0,0,"1.00000",1
"798","GO:0045010","actin nucleation",13,0,0,"1.00000",1
"799","GO:0045017","glycerolipid biosynthetic process",39,0,0.01,"1.00000",1
"800","GO:0045040","protein insertion into mitochondrial out...",4,0,0,"1.00000",1
"801","GO:0045047","protein targeting to ER",16,0,0,"1.00000",1
"802","GO:0045184","establishment of protein localization",175,0,0.05,"1.00000",1
"803","GO:0045185","maintenance of protein location",6,0,0,"1.00000",1
"804","GO:0045229","external encapsulating structure organiz...",50,0,0.02,"1.00000",1
"805","GO:0045333","cellular respiration",20,0,0.01,"1.00000",1
"806","GO:0045454","cell redox homeostasis",104,0,0.03,"1.00000",1
"807","GO:0045727","positive regulation of translation",3,0,0,"1.00000",1
"808","GO:0045786","negative regulation of cell cycle",12,0,0,"1.00000",1
"809","GO:0045839","negative regulation of mitotic nuclear d...",5,0,0,"1.00000",1
"810","GO:0045841","negative regulation of mitotic metaphase...",5,0,0,"1.00000",1
"811","GO:0045859","regulation of protein kinase activity",14,0,0,"1.00000",1
"812","GO:0045860","positive regulation of protein kinase ac...",6,0,0,"1.00000",1
"813","GO:0045901","positive regulation of translational elo...",3,0,0,"1.00000",1
"814","GO:0045905","positive regulation of translational ter...",3,0,0,"1.00000",1
"815","GO:0045930","negative regulation of mitotic cell cycl...",7,0,0,"1.00000",1
"816","GO:0045934","negative regulation of nucleobase-contai...",5,0,0,"1.00000",1
"817","GO:0045935","positive regulation of nucleobase-contai...",3,0,0,"1.00000",1
"818","GO:0045937","positive regulation of phosphate metabol...",6,0,0,"1.00000",1
"819","GO:0046031","ADP metabolic process",40,0,0.01,"1.00000",1
"820","GO:0046034","ATP metabolic process",77,0,0.02,"1.00000",1
"821","GO:0046036","CTP metabolic process",6,0,0,"1.00000",1
"822","GO:0046039","GTP metabolic process",6,0,0,"1.00000",1
"823","GO:0046040","IMP metabolic process",7,0,0,"1.00000",1
"824","GO:0046051","UTP metabolic process",6,0,0,"1.00000",1
"825","GO:0046073","dTMP metabolic process",3,0,0,"1.00000",1
"826","GO:0046112","nucleobase biosynthetic process",3,0,0,"1.00000",1
"827","GO:0046148","pigment biosynthetic process",9,0,0,"1.00000",1
"828","GO:0046164","alcohol catabolic process",3,0,0,"1.00000",1
"829","GO:0046165","alcohol biosynthetic process",10,0,0,"1.00000",1
"830","GO:0046168","glycerol-3-phosphate catabolic process",4,0,0,"1.00000",1
"831","GO:0046173","polyol biosynthetic process",6,0,0,"1.00000",1
"832","GO:0046174","polyol catabolic process",3,0,0,"1.00000",1
"833","GO:0046184","aldehyde biosynthetic process",5,0,0,"1.00000",1
"834","GO:0046185","aldehyde catabolic process",4,0,0,"1.00000",1
"835","GO:0046348","amino sugar catabolic process",11,0,0,"1.00000",1
"836","GO:0046351","disaccharide biosynthetic process",22,0,0.01,"1.00000",1
"837","GO:0046364","monosaccharide biosynthetic process",4,0,0,"1.00000",1
"838","GO:0046385","deoxyribose phosphate biosynthetic proce...",3,0,0,"1.00000",1
"839","GO:0046390","ribose phosphate biosynthetic process",40,0,0.01,"1.00000",1
"840","GO:0046394","carboxylic acid biosynthetic process",105,0,0.03,"1.00000",1
"841","GO:0046395","carboxylic acid catabolic process",16,0,0,"1.00000",1
"842","GO:0046434","organophosphate catabolic process",5,0,0,"1.00000",1
"843","GO:0046451","diaminopimelate metabolic process",4,0,0,"1.00000",1
"844","GO:0046467","membrane lipid biosynthetic process",17,0,0.01,"1.00000",1
"845","GO:0046474","glycerophospholipid biosynthetic process",30,0,0.01,"1.00000",1
"846","GO:0046483","heterocycle metabolic process",1516,0,0.46,"1.00000",1
"847","GO:0046486","glycerolipid metabolic process",56,0,0.02,"1.00000",1
"848","GO:0046488","phosphatidylinositol metabolic process",46,0,0.01,"1.00000",1
"849","GO:0046496","nicotinamide nucleotide metabolic proces...",6,0,0,"1.00000",1
"850","GO:0046500","S-adenosylmethionine metabolic process",4,0,0,"1.00000",1
"851","GO:0046578","regulation of Ras protein signal transdu...",7,0,0,"1.00000",1
"852","GO:0046700","heterocycle catabolic process",27,0,0.01,"1.00000",1
"853","GO:0046785","microtubule polymerization",3,0,0,"1.00000",1
"854","GO:0046835","carbohydrate phosphorylation",5,0,0,"1.00000",1
"855","GO:0046836","glycolipid transport",4,0,0,"1.00000",1
"856","GO:0046854","phosphatidylinositol phosphate biosynthe...",16,0,0,"1.00000",1
"857","GO:0046903","secretion",30,0,0.01,"1.00000",1
"858","GO:0046907","intracellular transport",172,0,0.05,"1.00000",1
"859","GO:0046916","cellular transition metal ion homeostasi...",5,0,0,"1.00000",1
"860","GO:0046939","nucleotide phosphorylation",46,0,0.01,"1.00000",1
"861","GO:0046942","carboxylic acid transport",16,0,0,"1.00000",1
"862","GO:0048015","phosphatidylinositol-mediated signaling",4,0,0,"1.00000",1
"863","GO:0048017","inositol lipid-mediated signaling",4,0,0,"1.00000",1
"864","GO:0048193","Golgi vesicle transport",33,0,0.01,"1.00000",1
"865","GO:0048278","vesicle docking",10,0,0,"1.00000",1
"866","GO:0048285","organelle fission",25,0,0.01,"1.00000",1
"867","GO:0048367","shoot system development",5,0,0,"1.00000",1
"868","GO:0048518","positive regulation of biological proces...",16,0,0,"1.00000",1
"869","GO:0048519","negative regulation of biological proces...",40,0,0.01,"1.00000",1
"870","GO:0048522","positive regulation of cellular process",15,0,0,"1.00000",1
"871","GO:0048523","negative regulation of cellular process",20,0,0.01,"1.00000",1
"872","GO:0048544","recognition of pollen",32,0,0.01,"1.00000",1
"873","GO:0048583","regulation of response to stimulus",14,0,0,"1.00000",1
"874","GO:0048584","positive regulation of response to stimu...",4,0,0,"1.00000",1
"875","GO:0048731","system development",5,0,0,"1.00000",1
"876","GO:0048827","phyllome development",3,0,0,"1.00000",1
"877","GO:0048856","anatomical structure development",40,0,0.01,"1.00000",1
"878","GO:0048878","chemical homeostasis",15,0,0,"1.00000",1
"879","GO:0050789","regulation of biological process",1172,0,0.35,"1.00000",1
"880","GO:0050790","regulation of catalytic activity",22,0,0.01,"1.00000",1
"881","GO:0050794","regulation of cellular process",1134,0,0.34,"1.00000",1
"882","GO:0050801","ion homeostasis",10,0,0,"1.00000",1
"883","GO:0050896","response to stimulus",650,0,0.2,"1.00000",1
"884","GO:0051049","regulation of transport",3,0,0,"1.00000",1
"885","GO:0051052","regulation of DNA metabolic process",9,0,0,"1.00000",1
"886","GO:0051056","regulation of small GTPase mediated sign...",7,0,0,"1.00000",1
"887","GO:0051128","regulation of cellular component organiz...",27,0,0.01,"1.00000",1
"888","GO:0051129","negative regulation of cellular componen...",7,0,0,"1.00000",1
"889","GO:0051130","positive regulation of cellular componen...",3,0,0,"1.00000",1
"890","GO:0051156","glucose 6-phosphate metabolic process",7,0,0,"1.00000",1
"891","GO:0051168","nuclear export",3,0,0,"1.00000",1
"892","GO:0051169","nuclear transport",13,0,0,"1.00000",1
"893","GO:0051170","import into nucleus",8,0,0,"1.00000",1
"894","GO:0051171","regulation of nitrogen compound metaboli...",737,0,0.22,"1.00000",1
"895","GO:0051172","negative regulation of nitrogen compound...",6,0,0,"1.00000",1
"896","GO:0051173","positive regulation of nitrogen compound...",12,0,0,"1.00000",1
"897","GO:0051174","regulation of phosphorus metabolic proce...",17,0,0.01,"1.00000",1
"898","GO:0051179","localization",941,0,0.28,"1.00000",1
"899","GO:0051189","prosthetic group metabolic process",4,0,0,"1.00000",1
"900","GO:0051204","protein insertion into mitochondrial mem...",5,0,0,"1.00000",1
"901","GO:0051205","protein insertion into membrane",14,0,0,"1.00000",1
"902","GO:0051225","spindle assembly",5,0,0,"1.00000",1
"903","GO:0051234","establishment of localization",935,0,0.28,"1.00000",1
"904","GO:0051235","maintenance of location",6,0,0,"1.00000",1
"905","GO:0051246","regulation of protein metabolic process",22,0,0.01,"1.00000",1
"906","GO:0051247","positive regulation of protein metabolic...",9,0,0,"1.00000",1
"907","GO:0051252","regulation of RNA metabolic process",713,0,0.22,"1.00000",1
"908","GO:0051258","protein polymerization",12,0,0,"1.00000",1
"909","GO:0051259","protein complex oligomerization",6,0,0,"1.00000",1
"910","GO:0051260","protein homooligomerization",5,0,0,"1.00000",1
"911","GO:0051261","protein depolymerization",11,0,0,"1.00000",1
"912","GO:0051273","beta-glucan metabolic process",22,0,0.01,"1.00000",1
"913","GO:0051274","beta-glucan biosynthetic process",22,0,0.01,"1.00000",1
"914","GO:0051276","chromosome organization",67,0,0.02,"1.00000",1
"915","GO:0051301","cell division",13,0,0,"1.00000",1
"916","GO:0051304","chromosome separation",9,0,0,"1.00000",1
"917","GO:0051306","mitotic sister chromatid separation",8,0,0,"1.00000",1
"918","GO:0051321","meiotic cell cycle",4,0,0,"1.00000",1
"919","GO:0051338","regulation of transferase activity",15,0,0,"1.00000",1
"920","GO:0051347","positive regulation of transferase activ...",6,0,0,"1.00000",1
"921","GO:0051493","regulation of cytoskeleton organization",15,0,0,"1.00000",1
"922","GO:0051596","methylglyoxal catabolic process",3,0,0,"1.00000",1
"923","GO:0051603","proteolysis involved in cellular protein...",65,0,0.02,"1.00000",1
"924","GO:0051604","protein maturation",14,0,0,"1.00000",1
"925","GO:0051606","detection of stimulus",5,0,0,"1.00000",1
"926","GO:0051640","organelle localization",14,0,0,"1.00000",1
"927","GO:0051641","cellular localization",199,0,0.06,"1.00000",1
"928","GO:0051649","establishment of localization in cell",172,0,0.05,"1.00000",1
"929","GO:0051651","maintenance of location in cell",6,0,0,"1.00000",1
"930","GO:0051656","establishment of organelle localization",4,0,0,"1.00000",1
"931","GO:0051668","localization within membrane",33,0,0.01,"1.00000",1
"932","GO:0051707","response to other organism",3,0,0,"1.00000",1
"933","GO:0051716","cellular response to stimulus",410,0,0.12,"1.00000",1
"934","GO:0051726","regulation of cell cycle",35,0,0.01,"1.00000",1
"935","GO:0051783","regulation of nuclear division",5,0,0,"1.00000",1
"936","GO:0051784","negative regulation of nuclear division",5,0,0,"1.00000",1
"937","GO:0051983","regulation of chromosome segregation",8,0,0,"1.00000",1
"938","GO:0051985","negative regulation of chromosome segreg...",5,0,0,"1.00000",1
"939","GO:0052646","alditol phosphate metabolic process",4,0,0,"1.00000",1
"940","GO:0055065","metal ion homeostasis",6,0,0,"1.00000",1
"941","GO:0055072","iron ion homeostasis",5,0,0,"1.00000",1
"942","GO:0055076","transition metal ion homeostasis",5,0,0,"1.00000",1
"943","GO:0055080","cation homeostasis",6,0,0,"1.00000",1
"944","GO:0055082","cellular chemical homeostasis",14,0,0,"1.00000",1
"945","GO:0055085","transmembrane transport",443,0,0.13,"1.00000",1
"946","GO:0055086","nucleobase-containing small molecule met...",138,0,0.04,"1.00000",1
"947","GO:0060236","regulation of mitotic spindle organizati...",6,0,0,"1.00000",1
"948","GO:0060255","regulation of macromolecule metabolic pr...",769,0,0.23,"1.00000",1
"949","GO:0061024","membrane organization",17,0,0.01,"1.00000",1
"950","GO:0061727","methylglyoxal catabolic process to lacta...",3,0,0,"1.00000",1
"951","GO:0061919","process utilizing autophagic mechanism",18,0,0.01,"1.00000",1
"952","GO:0065002","intracellular protein transmembrane tran...",13,0,0,"1.00000",1
"953","GO:0065003","protein-containing complex assembly",73,0,0.02,"1.00000",1
"954","GO:0065004","protein-DNA complex assembly",22,0,0.01,"1.00000",1
"955","GO:0065007","biological regulation",1204,0,0.36,"1.00000",1
"956","GO:0065008","regulation of biological quality",138,0,0.04,"1.00000",1
"957","GO:0065009","regulation of molecular function",24,0,0.01,"1.00000",1
"958","GO:0070085","glycosylation",45,0,0.01,"1.00000",1
"959","GO:0070507","regulation of microtubule cytoskeleton o...",7,0,0,"1.00000",1
"960","GO:0070585","protein localization to mitochondrion",10,0,0,"1.00000",1
"961","GO:0070646","protein modification by small protein re...",15,0,0,"1.00000",1
"962","GO:0070647","protein modification by small protein co...",90,0,0.03,"1.00000",1
"963","GO:0070726","cell wall assembly",8,0,0,"1.00000",1
"964","GO:0070727","cellular macromolecule localization",150,0,0.05,"1.00000",1
"965","GO:0070887","cellular response to chemical stimulus",5,0,0,"1.00000",1
"966","GO:0070925","organelle assembly",20,0,0.01,"1.00000",1
"967","GO:0070972","protein localization to endoplasmic reti...",22,0,0.01,"1.00000",1
"968","GO:0071103","DNA conformation change",12,0,0,"1.00000",1
"969","GO:0071173","spindle assembly checkpoint signaling",5,0,0,"1.00000",1
"970","GO:0071174","mitotic spindle checkpoint signaling",5,0,0,"1.00000",1
"971","GO:0071310","cellular response to organic substance",3,0,0,"1.00000",1
"972","GO:0071396","cellular response to lipid",3,0,0,"1.00000",1
"973","GO:0071495","cellular response to endogenous stimulus",3,0,0,"1.00000",1
"974","GO:0071496","cellular response to external stimulus",8,0,0,"1.00000",1
"975","GO:0071554","cell wall organization or biogenesis",67,0,0.02,"1.00000",1
"976","GO:0071555","cell wall organization",50,0,0.02,"1.00000",1
"977","GO:0071668","plant-type cell wall assembly",8,0,0,"1.00000",1
"978","GO:0071669","plant-type cell wall organization or bio...",12,0,0,"1.00000",1
"979","GO:0071702","organic substance transport",236,0,0.07,"1.00000",1
"980","GO:0071705","nitrogen compound transport",206,0,0.06,"1.00000",1
"981","GO:0071805","potassium ion transmembrane transport",12,0,0,"1.00000",1
"982","GO:0071806","protein transmembrane transport",13,0,0,"1.00000",1
"983","GO:0071824","protein-DNA complex subunit organization",23,0,0.01,"1.00000",1
"984","GO:0071826","ribonucleoprotein complex subunit organi...",10,0,0,"1.00000",1
"985","GO:0071840","cellular component organization or bioge...",363,0,0.11,"1.00000",1
"986","GO:0071900","regulation of protein serine/threonine k...",8,0,0,"1.00000",1
"987","GO:0071941","nitrogen cycle metabolic process",4,0,0,"1.00000",1
"988","GO:0072329","monocarboxylic acid catabolic process",6,0,0,"1.00000",1
"989","GO:0072330","monocarboxylic acid biosynthetic process",49,0,0.01,"1.00000",1
"990","GO:0072348","sulfur compound transport",11,0,0,"1.00000",1
"991","GO:0072350","tricarboxylic acid metabolic process",5,0,0,"1.00000",1
"992","GO:0072488","ammonium transmembrane transport",5,0,0,"1.00000",1
"993","GO:0072521","purine-containing compound metabolic pro...",93,0,0.03,"1.00000",1
"994","GO:0072522","purine-containing compound biosynthetic ...",45,0,0.01,"1.00000",1
"995","GO:0072524","pyridine-containing compound metabolic p...",12,0,0,"1.00000",1
"996","GO:0072525","pyridine-containing compound biosyntheti...",12,0,0,"1.00000",1
"997","GO:0072527","pyrimidine-containing compound metabolic...",26,0,0.01,"1.00000",1
"998","GO:0072528","pyrimidine-containing compound biosynthe...",23,0,0.01,"1.00000",1
"999","GO:0072593","reactive oxygen species metabolic proces...",8,0,0,"1.00000",1
"1000","GO:0072594","establishment of protein localization to...",39,0,0.01,"1.00000",1
"1001","GO:0072595","maintenance of protein localization in o...",6,0,0,"1.00000",1
"1002","GO:0072599","establishment of protein localization to...",16,0,0,"1.00000",1
"1003","GO:0072655","establishment of protein localization to...",10,0,0,"1.00000",1
"1004","GO:0072657","protein localization to membrane",31,0,0.01,"1.00000",1
"1005","GO:0072662","protein localization to peroxisome",4,0,0,"1.00000",1
"1006","GO:0072663","establishment of protein localization to...",4,0,0,"1.00000",1
"1007","GO:0080090","regulation of primary metabolic process",737,0,0.22,"1.00000",1
"1008","GO:0080134","regulation of response to stress",4,0,0,"1.00000",1
"1009","GO:0080135","regulation of cellular response to stres...",3,0,0,"1.00000",1
"1010","GO:0090066","regulation of anatomical structure size",9,0,0,"1.00000",1
"1011","GO:0090150","establishment of protein localization to...",31,0,0.01,"1.00000",1
"1012","GO:0090151","establishment of protein localization to...",5,0,0,"1.00000",1
"1013","GO:0090224","regulation of spindle organization",6,0,0,"1.00000",1
"1014","GO:0090304","nucleic acid metabolic process",1264,0,0.38,"1.00000",1
"1015","GO:0090407","organophosphate biosynthetic process",120,0,0.04,"1.00000",1
"1016","GO:0097354","prenylation",5,0,0,"1.00000",1
"1017","GO:0097435","supramolecular fiber organization",28,0,0.01,"1.00000",1
"1018","GO:0097659","nucleic acid-templated transcription",816,0,0.25,"1.00000",1
"1019","GO:0098542","defense response to other organism",3,0,0,"1.00000",1
"1020","GO:0098655","cation transmembrane transport",27,0,0.01,"1.00000",1
"1021","GO:0098656","anion transmembrane transport",5,0,0,"1.00000",1
"1022","GO:0098660","inorganic ion transmembrane transport",28,0,0.01,"1.00000",1
"1023","GO:0098662","inorganic cation transmembrane transport",27,0,0.01,"1.00000",1
"1024","GO:0098732","macromolecule deacylation",5,0,0,"1.00000",1
"1025","GO:0098734","macromolecule depalmitoylation",4,0,0,"1.00000",1
"1026","GO:0098771","inorganic ion homeostasis",6,0,0,"1.00000",1
"1027","GO:0098813","nuclear chromosome segregation",17,0,0.01,"1.00000",1
"1028","GO:0099402","plant organ development",3,0,0,"1.00000",1
"1029","GO:0110053","regulation of actin filament organizatio...",8,0,0,"1.00000",1
"1030","GO:0140013","meiotic nuclear division",3,0,0,"1.00000",1
"1031","GO:0140014","mitotic nuclear division",15,0,0,"1.00000",1
"1032","GO:0140029","exocytic process",9,0,0,"1.00000",1
"1033","GO:0140056","organelle localization by membrane tethe...",10,0,0,"1.00000",1
"1034","GO:0140352","export from cell",30,0,0.01,"1.00000",1
"1035","GO:0140694","non-membrane-bounded organelle assembly",9,0,0,"1.00000",1
"1036","GO:1901071","glucosamine-containing compound metaboli...",11,0,0,"1.00000",1
"1037","GO:1901072","glucosamine-containing compound cataboli...",11,0,0,"1.00000",1
"1038","GO:1901135","carbohydrate derivative metabolic proces...",208,0,0.06,"1.00000",1
"1039","GO:1901136","carbohydrate derivative catabolic proces...",19,0,0.01,"1.00000",1
"1040","GO:1901137","carbohydrate derivative biosynthetic pro...",109,0,0.03,"1.00000",1
"1041","GO:1901264","carbohydrate derivative transport",4,0,0,"1.00000",1
"1042","GO:1901293","nucleoside phosphate biosynthetic proces...",62,0,0.02,"1.00000",1
"1043","GO:1901360","organic cyclic compound metabolic proces...",1553,0,0.47,"1.00000",1
"1044","GO:1901361","organic cyclic compound catabolic proces...",28,0,0.01,"1.00000",1
"1045","GO:1901362","organic cyclic compound biosynthetic pro...",992,0,0.3,"1.00000",1
"1046","GO:1901475","pyruvate transmembrane transport",4,0,0,"1.00000",1
"1047","GO:1901564","organonitrogen compound metabolic proces...",2272,0,0.69,"1.00000",1
"1048","GO:1901565","organonitrogen compound catabolic proces...",107,0,0.03,"1.00000",1
"1049","GO:1901566","organonitrogen compound biosynthetic pro...",660,0,0.2,"1.00000",1
"1050","GO:1901575","organic substance catabolic process",201,0,0.06,"1.00000",1
"1051","GO:1901576","organic substance biosynthetic process",1686,0,0.51,"1.00000",1
"1052","GO:1901605","alpha-amino acid metabolic process",70,0,0.02,"1.00000",1
"1053","GO:1901606","alpha-amino acid catabolic process",10,0,0,"1.00000",1
"1054","GO:1901607","alpha-amino acid biosynthetic process",43,0,0.01,"1.00000",1
"1055","GO:1901615","organic hydroxy compound metabolic proce...",33,0,0.01,"1.00000",1
"1056","GO:1901616","organic hydroxy compound catabolic proce...",3,0,0,"1.00000",1
"1057","GO:1901617","organic hydroxy compound biosynthetic pr...",17,0,0.01,"1.00000",1
"1058","GO:1901657","glycosyl compound metabolic process",20,0,0.01,"1.00000",1
"1059","GO:1901658","glycosyl compound catabolic process",3,0,0,"1.00000",1
"1060","GO:1901700","response to oxygen-containing compound",14,0,0,"1.00000",1
"1061","GO:1901701","cellular response to oxygen-containing c...",4,0,0,"1.00000",1
"1062","GO:1901987","regulation of cell cycle phase transitio...",15,0,0,"1.00000",1
"1063","GO:1901988","negative regulation of cell cycle phase ...",12,0,0,"1.00000",1
"1064","GO:1901990","regulation of mitotic cell cycle phase t...",9,0,0,"1.00000",1
"1065","GO:1901991","negative regulation of mitotic cell cycl...",6,0,0,"1.00000",1
"1066","GO:1902099","regulation of metaphase/anaphase transit...",8,0,0,"1.00000",1
"1067","GO:1902100","negative regulation of metaphase/anaphas...",5,0,0,"1.00000",1
"1068","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvat...",6,0,0,"1.00000",1
"1069","GO:1902223","erythrose 4-phosphate/phosphoenolpyruvat...",5,0,0,"1.00000",1
"1070","GO:1902531","regulation of intracellular signal trans...",7,0,0,"1.00000",1
"1071","GO:1902600","proton transmembrane transport",3,0,0,"1.00000",1
"1072","GO:1902652","secondary alcohol metabolic process",3,0,0,"1.00000",1
"1073","GO:1902850","microtubule cytoskeleton organization in...",6,0,0,"1.00000",1
"1074","GO:1902903","regulation of supramolecular fiber organ...",8,0,0,"1.00000",1
"1075","GO:1903046","meiotic cell cycle process",3,0,0,"1.00000",1
"1076","GO:1903047","mitotic cell cycle process",23,0,0.01,"1.00000",1
"1077","GO:1903506","regulation of nucleic acid-templated tra...",712,0,0.22,"1.00000",1
"1078","GO:1903509","liposaccharide metabolic process",21,0,0.01,"1.00000",1
"1079","GO:1903825","organic acid transmembrane transport",30,0,0.01,"1.00000",1
"1080","GO:1904029","regulation of cyclin-dependent protein k...",8,0,0,"1.00000",1
"1081","GO:1904062","regulation of cation transmembrane trans...",3,0,0,"1.00000",1
"1082","GO:1905037","autophagosome organization",11,0,0,"1.00000",1
"1083","GO:1905039","carboxylic acid transmembrane transport",30,0,0.01,"1.00000",1
"1084","GO:1905818","regulation of chromosome separation",8,0,0,"1.00000",1
"1085","GO:1905819","negative regulation of chromosome separa...",5,0,0,"1.00000",1
"1086","GO:1990542","mitochondrial transmembrane transport",9,0,0,"1.00000",1
"1087","GO:2000112","regulation of cellular macromolecule bio...",5,0,0,"1.00000",1
"1088","GO:2000816","negative regulation of mitotic sister ch...",5,0,0,"1.00000",1
"1089","GO:2001020","regulation of response to DNA damage sti...",3,0,0,"1.00000",1
"1090","GO:2001057","reactive nitrogen species metabolic proc...",3,0,0,"1.00000",1
"1091","GO:2001141","regulation of RNA biosynthetic process",712,0,0.22,"1.00000",1
"1092","GO:2001251","negative regulation of chromosome organi...",5,0,0,"1.00000",1
